index,Hours,Lat,Long,UserID
595,09:01:00,25.01277,121.465,183
596,09:01:00,25.03583,121.5683,160
597,09:01:00,26.45999,80.31999,28
598,09:01:00,26.92113,75.80998,200
599,09:01:00,28.7041,77.1025,31
600,09:01:00,29.56497,106.5949,65
601,09:01:00,30.04996,31.24996,11
602,09:01:00,30.58003,114.27,55
603,09:01:00,30.67,104.07,44
604,09:01:00,31.20001,29.94999,101
605,09:01:00,31.21645,121.4365,340
606,09:01:00,31.55997,74.35002,200
607,09:01:00,32.05001,118.7799,27
608,09:01:00,33.33864,44.39386,49
609,09:01:00,33.59997,-7.61636,120
610,09:01:00,34.27502,108.8949,36
611,09:01:00,34.51669,69.18326,49
612,09:01:00,35.09505,129.01,122
613,09:01:00,35.15499,136.9149,49
614,09:01:00,35.67194,51.42434,213
615,09:01:00,37.87501,112.545,31
616,09:01:00,39.01943,125.7546,5
617,09:01:00,39.13002,117.2,19
618,09:01:00,39.92889,116.3882,144
619,09:01:00,41.80497,123.4499,13
620,09:01:00,43.865,125.3399,9
621,10:01:00,-29.865,30.98001,54
622,10:01:00,-8.83828,13.23442,136
623,10:01:00,-6.80001,39.26834,267
624,10:01:00,-4.32972,15.31497,32
625,10:01:00,-1.28334,36.81665,64
626,10:01:00,1.293033,103.8558,102
627,10:01:00,5.319996,-4.04004,87
628,10:01:00,9.03331,38.7,25
629,10:01:00,10.78002,106.695,140
630,10:01:00,11.99997,8.520037,133
631,10:01:00,12.96999,77.56,330
632,10:01:00,13.08998,80.27999,322
633,10:01:00,15.58807,32.53417,391
634,10:01:00,16.78335,96.16667,61
635,10:01:00,17.39998,78.47995,288
636,10:01:00,18.53001,73.85,346
637,10:01:00,19.01699,72.85698,69
638,10:01:00,20.67001,-103.33,8
639,10:01:00,21.03332,105.85,61
640,10:01:00,21.19998,72.84003,84
641,10:01:00,21.51688,39.21919,7
642,10:01:00,22.30498,114.185,217
643,10:01:00,22.32999,91.79996,41
644,10:01:00,22.49496,88.32467,345
645,10:01:00,22.55237,114.1221,323
646,10:01:00,22.58039,88.32994,312
647,10:01:00,23.03005,72.58,148
648,10:01:00,23.04888,113.7447,89
649,10:01:00,23.14498,113.325,99
650,10:01:00,23.72305,90.40857,404
651,10:01:00,24.86999,66.99,217
652,10:01:00,25.01277,121.465,158
653,10:01:00,25.03583,121.5683,225
654,10:01:00,26.45999,80.31999,23
655,10:01:00,26.92113,75.80998,154
656,10:01:00,28.7041,77.1025,150
657,10:01:00,29.56497,106.5949,60
658,10:01:00,30.04996,31.24996,31
659,10:01:00,30.58003,114.27,39
660,10:01:00,30.67,104.07,23
661,10:01:00,31.20001,29.94999,135
662,10:01:00,31.21645,121.4365,266
663,10:01:00,31.55997,74.35002,153
664,10:01:00,32.05001,118.7799,30
665,10:01:00,33.33864,44.39386,68
666,10:01:00,33.59997,-7.61636,136
