index,StartTime,EndTime,Lat,Long,Count
10730,03:01 AM - 17 Oct 2016,04:01 AM - 17 Oct 2016,29.56497,106.5949,8
10731,03:01 AM - 17 Oct 2016,04:01 AM - 17 Oct 2016,30.58003,114.27,2
10732,03:01 AM - 17 Oct 2016,04:01 AM - 17 Oct 2016,33.59997,-7.61636,13
10733,03:01 AM - 17 Oct 2016,04:01 AM - 17 Oct 2016,34.51669,69.18326,1
10734,03:01 AM - 17 Oct 2016,04:01 AM - 17 Oct 2016,37.87501,112.545,1
10735,03:01 AM - 17 Oct 2016,04:01 AM - 17 Oct 2016,39.01943,125.7546,1
10736,03:01 AM - 17 Oct 2016,04:01 AM - 17 Oct 2016,39.13002,117.2,1
10737,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,9.03331,38.7,1
10738,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,11.99997,8.520037,3
10739,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,13.08998,80.27999,16
10740,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,15.58807,32.53417,14
10741,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,16.78335,96.16667,1
10742,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,17.39998,78.47995,5
10743,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,22.32999,91.79996,1
10744,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,22.49496,88.32467,7
10745,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,22.58039,88.32994,7
10746,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,23.03005,72.58,7
10747,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,23.04888,113.7447,6
10748,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,23.14498,113.325,6
10749,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,29.56497,106.5949,14
10750,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,30.58003,114.27,7
10751,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,30.67,104.07,1
10752,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,33.59997,-7.61636,3
10753,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,34.27502,108.8949,7
10754,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,37.87501,112.545,1
10755,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,39.01943,125.7546,1
10756,04:01 AM - 17 Oct 2016,05:01 AM - 17 Oct 2016,39.13002,117.2,1
10757,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,-8.83828,13.23442,1
10758,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,-4.32972,15.31497,1
10759,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,5.319996,-4.04004,21
10760,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,11.99997,8.520037,1
10761,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,13.08998,80.27999,21
10762,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,15.58807,32.53417,8
10763,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,16.78335,96.16667,1
10764,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,17.39998,78.47995,20
10765,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,21.19998,72.84003,1
10766,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,22.32999,91.79996,1
10767,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,22.49496,88.32467,16
10768,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,22.58039,88.32994,16
10769,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,23.03005,72.58,6
10770,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,23.04888,113.7447,15
10771,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,23.14498,113.325,15
10772,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,26.45999,80.31999,1
10773,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,29.56497,106.5949,2
10774,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,30.67,104.07,2
10775,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,33.59997,-7.61636,3
10776,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,34.27502,108.8949,3
10777,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,34.51669,69.18326,2
10778,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,35.09505,129.01,6
10779,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,37.87501,112.545,1
10780,05:01 AM - 17 Oct 2016,06:01 AM - 17 Oct 2016,41.80497,123.4499,3
10781,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,-8.83828,13.23442,3
10782,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,5.319996,-4.04004,1
10783,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,11.99997,8.520037,1
10784,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,13.08998,80.27999,9
10785,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,15.58807,32.53417,7
10786,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,16.78335,96.16667,1
10787,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,17.39998,78.47995,9
10788,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,21.19998,72.84003,1
10789,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,22.32999,91.79996,1
10790,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,22.49496,88.32467,10
10791,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,22.58039,88.32994,10
10792,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,23.03005,72.58,5
10793,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,23.04888,113.7447,8
10794,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,23.14498,113.325,9
10795,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,29.56497,106.5949,5
10796,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,30.58003,114.27,4
10797,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,30.67,104.07,2
10798,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,33.33864,44.39386,1
10799,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,33.59997,-7.61636,2
10800,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,34.27502,108.8949,1
10801,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,35.09505,129.01,11
10802,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,35.67194,51.42434,5
10803,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,37.87501,112.545,1
10804,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,39.01943,125.7546,2
10805,06:01 AM - 17 Oct 2016,07:01 AM - 17 Oct 2016,41.80497,123.4499,1
10806,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,-8.83828,13.23442,2
10807,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,11.99997,8.520037,2
10808,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,13.08998,80.27999,7
10809,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,15.58807,32.53417,10
10810,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,16.78335,96.16667,4
10811,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,17.39998,78.47995,10
10812,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,21.19998,72.84003,3
10813,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,22.32999,91.79996,2
10814,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,22.49496,88.32467,3
10815,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,22.58039,88.32994,3
10816,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,23.03005,72.58,2
10817,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,23.04888,113.7447,6
10818,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,23.14498,113.325,6
10819,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,23.72305,90.40857,2
10820,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,29.56497,106.5949,5
10821,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,30.58003,114.27,4
10822,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,30.67,104.07,2
10823,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,31.21645,121.4365,1
10824,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,33.33864,44.39386,9
10825,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,33.59997,-7.61636,1
10826,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,34.51669,69.18326,2
10827,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,35.09505,129.01,10
10828,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,35.67194,51.42434,13
10829,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,37.87501,112.545,1
10830,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,39.01943,125.7546,1
10831,07:01 AM - 17 Oct 2016,08:01 AM - 17 Oct 2016,39.13002,117.2,1
10832,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,-6.80001,39.26834,2
10833,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,-4.32972,15.31497,3
10834,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,9.03331,38.7,3
10835,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,10.78002,106.695,21
10836,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,11.99997,8.520037,1
10837,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,13.08998,80.27999,7
10838,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,15.58807,32.53417,10
10839,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,16.78335,96.16667,2
10840,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,17.39998,78.47995,10
10841,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,22.30498,114.185,3
10842,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,22.32999,91.79996,2
10843,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,22.49496,88.32467,9
10844,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,22.58039,88.32994,9
10845,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,23.03005,72.58,6
10846,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,23.04888,113.7447,3
10847,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,23.14498,113.325,3
10848,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,23.72305,90.40857,20
10849,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,25.03583,121.5683,15
10850,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,26.92113,75.80998,1
10851,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,29.56497,106.5949,6
10852,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,30.58003,114.27,2
10853,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,31.21645,121.4365,17
10854,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,33.33864,44.39386,1
10855,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,33.59997,-7.61636,2
10856,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,34.27502,108.8949,2
10857,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,34.51669,69.18326,2
10858,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,35.09505,129.01,2
10859,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,35.67194,51.42434,6
10860,08:01 AM - 17 Oct 2016,09:01 AM - 17 Oct 2016,37.87501,112.545,1
10861,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,-8.83828,13.23442,3
10862,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,-6.80001,39.26834,19
10863,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,-4.32972,15.31497,5
10864,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,5.319996,-4.04004,1
10865,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,10.78002,106.695,19
10866,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,11.99997,8.520037,3
10867,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,12.96999,77.56,1
10868,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,13.08998,80.27999,8
10869,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,15.58807,32.53417,9
10870,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,16.78335,96.16667,3
10871,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,17.39998,78.47995,4
10872,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,18.53001,73.85,26
10873,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,22.30498,114.185,32
10874,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,22.32999,91.79996,1
10875,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,22.49496,88.32467,10
10876,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,22.55237,114.1221,14
10877,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,22.58039,88.32994,10
10878,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,23.03005,72.58,6
10879,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,23.04888,113.7447,4
10880,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,23.14498,113.325,4
10881,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,23.72305,90.40857,12
10882,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,24.86999,66.99,6
10883,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,25.03583,121.5683,14
10884,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,26.45999,80.31999,1
10885,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,26.92113,75.80998,9
10886,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,29.56497,106.5949,2
10887,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,30.58003,114.27,1
10888,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,30.67,104.07,1
10889,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,31.21645,121.4365,16
10890,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,31.55997,74.35002,9
10891,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,33.33864,44.39386,4
10892,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,33.59997,-7.61636,1
10893,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,34.27502,108.8949,8
10894,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,34.51669,69.18326,1
10895,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,35.09505,129.01,4
10896,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,35.67194,51.42434,8
10897,09:01 AM - 17 Oct 2016,10:01 AM - 17 Oct 2016,37.87501,112.545,1
10898,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,-8.83828,13.23442,3
10899,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,-6.80001,39.26834,20
10900,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,5.319996,-4.04004,2
10901,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,9.03331,38.7,1
10902,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,10.78002,106.695,5
10903,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,11.99997,8.520037,1
10904,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,12.96999,77.56,39
10905,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,13.08998,80.27999,17
10906,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,15.58807,32.53417,11
10907,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,16.78335,96.16667,2
10908,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,17.39998,78.47995,6
10909,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,18.53001,73.85,18
10910,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,19.01699,72.85698,33
10911,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,21.19998,72.84003,16
10912,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,22.30498,114.185,26
10913,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,22.32999,91.79996,2
10914,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,22.49496,88.32467,10
10915,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,22.55237,114.1221,13
10916,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,22.58039,88.32994,10
10917,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,23.03005,72.58,1
10918,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,23.72305,90.40857,13
10919,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,24.86999,66.99,15
10920,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,25.03583,121.5683,16
10921,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,26.45999,80.31999,3
10922,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,26.92113,75.80998,1
10923,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,29.56497,106.5949,1
10924,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,30.58003,114.27,1
10925,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,31.21645,121.4365,6
10926,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,31.55997,74.35002,8
10927,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,33.33864,44.39386,2
10928,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,33.59997,-7.61636,3
10929,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,34.27502,108.8949,1
10930,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,34.51669,69.18326,1
10931,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,35.09505,129.01,6
10932,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,35.67194,51.42434,13
10933,10:01 AM - 17 Oct 2016,11:01 AM - 17 Oct 2016,37.87501,112.545,1
10934,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,-8.83828,13.23442,2
10935,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,-6.80001,39.26834,20
10936,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,5.319996,-4.04004,9
10937,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,9.03331,38.7,1
10938,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,10.78002,106.695,5
10939,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,11.99997,8.520037,1
10940,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,12.96999,77.56,20
10941,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,13.08998,80.27999,2
10942,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,13.74999,100.5166,36
10943,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,15.58807,32.53417,8
10944,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,17.39998,78.47995,7
10945,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,18.53001,73.85,16
10946,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,19.01699,72.85698,43
10947,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,21.19998,72.84003,3
10948,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,22.30498,114.185,7
10949,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,22.32999,91.79996,3
10950,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,22.49496,88.32467,6
10951,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,22.55237,114.1221,7
10952,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,22.58039,88.32994,6
10953,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,23.03005,72.58,3
10954,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,23.04888,113.7447,2
10955,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,23.14498,113.325,3
10956,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,23.72305,90.40857,9
10957,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,24.86999,66.99,13
10958,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,25.03583,121.5683,3
10959,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,26.92113,75.80998,5
10960,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,28.7041,77.1025,10
10961,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,31.20001,29.94999,5
10962,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,31.21645,121.4365,3
10963,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,31.55997,74.35002,3
10964,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,33.33864,44.39386,2
10965,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,33.59997,-7.61636,4
10966,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,35.09505,129.01,2
10967,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,35.67194,51.42434,6
10968,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,37.87501,112.545,1
10969,11:01 AM - 17 Oct 2016,12:01 PM - 17 Oct 2016,41.80497,123.4499,1
10970,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,-29.865,30.98001,14
10971,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,-8.83828,13.23442,3
10972,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,-6.80001,39.26834,18
10973,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,-4.32972,15.31497,1
10974,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,5.319996,-4.04004,3
10975,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,10.78002,106.695,1
10976,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,11.99997,8.520037,3
10977,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,12.96999,77.56,10
10978,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,13.08998,80.27999,9
10979,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,13.74999,100.5166,43
10980,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,15.58807,32.53417,1
10981,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,17.39998,78.47995,3
10982,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,18.53001,73.85,14
10983,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,19.01699,72.85698,28
10984,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,21.19998,72.84003,1
10985,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,22.30498,114.185,24
10986,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,22.32999,91.79996,1
10987,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,22.49496,88.32467,11
10988,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,22.55237,114.1221,23
10989,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,22.58039,88.32994,11
10990,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,23.03005,72.58,2
10991,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,23.72305,90.40857,2
10992,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,24.86999,66.99,8
10993,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,25.03583,121.5683,2
10994,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,26.45999,80.31999,1
10995,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,26.92113,75.80998,1
10996,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,28.7041,77.1025,19
10997,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,31.20001,29.94999,18
10998,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,31.21645,121.4365,2
10999,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,31.55997,74.35002,6
11000,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,33.33864,44.39386,3
11001,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,33.59997,-7.61636,7
11002,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,34.27502,108.8949,1
11003,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,34.51669,69.18326,1
11004,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,35.09505,129.01,1
11005,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,35.67194,51.42434,9
11006,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,37.87501,112.545,1
11007,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,39.92723,32.86439,15
11008,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,39.92889,116.3882,8
11009,12:01 PM - 17 Oct 2016,01:01 PM - 17 Oct 2016,59.93901,30.31602,16
11010,01:01 PM - 17 Oct 2016,02:01 PM - 17 Oct 2016,-33.92,18.43498,22
11011,01:01 PM - 17 Oct 2016,02:01 PM - 17 Oct 2016,-29.865,30.98001,22
11012,01:01 PM - 17 Oct 2016,02:01 PM - 17 Oct 2016,-8.83828,13.23442,1
11013,01:01 PM - 17 Oct 2016,02:01 PM - 17 Oct 2016,-6.80001,39.26834,12
11014,01:01 PM - 17 Oct 2016,02:01 PM - 17 Oct 2016,-4.32972,15.31497,4
11015,01:01 PM - 17 Oct 2016,02:01 PM - 17 Oct 2016,5.319996,-4.04004,3
