index,StartTime,EndTime,Lat,Long,Count
289,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,30.58003,114.27,1
290,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,30.67,104.07,1
291,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,31.21645,121.4365,1
292,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,31.55997,74.35002,8
293,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,32.05001,118.7799,1
294,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,33.33864,44.39386,4
295,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,33.59997,-7.61636,4
296,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,34.27502,108.8949,1
297,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,35.67194,51.42434,9
298,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,37.87501,112.545,1
299,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,39.13002,117.2,1
300,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,39.92889,116.3882,7
301,09:01 AM - 01 Oct 2016,10:01 AM - 01 Oct 2016,41.80497,123.4499,1
302,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,-8.83828,13.23442,7
303,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,5.319996,-4.04004,10
304,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,9.03331,38.7,1
305,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,10.78002,106.695,7
306,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,11.99997,8.520037,4
307,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,13.08998,80.27999,8
308,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,15.58807,32.53417,14
309,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,17.39998,78.47995,7
310,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,18.53001,73.85,11
311,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,21.19998,72.84003,1
312,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,22.49496,88.32467,20
313,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,22.55237,114.1221,26
314,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,22.58039,88.32994,20
315,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,23.03005,72.58,5
316,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,23.04888,113.7447,5
317,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,23.14498,113.325,7
318,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,23.72305,90.40857,15
319,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,25.03583,121.5683,37
320,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,26.45999,80.31999,3
321,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,26.92113,75.80998,8
322,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,29.56497,106.5949,2
323,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,30.58003,114.27,1
324,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,30.67,104.07,1
325,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,31.20001,29.94999,2
326,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,31.21645,121.4365,6
327,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,31.55997,74.35002,4
328,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,32.05001,118.7799,1
329,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,33.59997,-7.61636,4
330,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,34.27502,108.8949,1
331,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,35.67194,51.42434,6
332,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,37.87501,112.545,1
333,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,39.92889,116.3882,9
334,10:01 AM - 01 Oct 2016,11:01 AM - 01 Oct 2016,41.80497,123.4499,1
335,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,-8.83828,13.23442,2
336,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,-6.80001,39.26834,15
337,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,-4.32972,15.31497,4
338,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,5.319996,-4.04004,2
339,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,10.78002,106.695,6
340,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,11.99997,8.520037,1
341,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,12.96999,77.56,4
342,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,13.08998,80.27999,6
343,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,15.58807,32.53417,10
344,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,16.78335,96.16667,2
345,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,17.39998,78.47995,12
346,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,18.53001,73.85,13
347,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,21.19998,72.84003,3
348,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,22.30498,114.185,8
349,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,22.32999,91.79996,4
350,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,22.49496,88.32467,9
351,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,22.55237,114.1221,7
352,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,22.58039,88.32994,9
353,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,23.03005,72.58,8
354,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,23.04888,113.7447,2
355,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,23.14498,113.325,2
356,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,23.72305,90.40857,16
357,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,25.03583,121.5683,13
358,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,26.92113,75.80998,3
359,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,29.56497,106.5949,1
360,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,31.20001,29.94999,7
361,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,31.21645,121.4365,9
362,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,31.55997,74.35002,9
363,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,32.05001,118.7799,1
364,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,33.33864,44.39386,4
365,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,33.59997,-7.61636,7
366,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,34.51669,69.18326,1
367,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,35.67194,51.42434,11
368,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,37.87501,112.545,1
369,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,39.92889,116.3882,13
370,11:01 AM - 01 Oct 2016,12:01 PM - 01 Oct 2016,41.80497,123.4499,4
371,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,-33.92,18.43498,33
372,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,-8.83828,13.23442,3
373,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,-6.80001,39.26834,8
374,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,9.03331,38.7,1
375,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,10.78002,106.695,4
376,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,11.99997,8.520037,2
377,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,12.96999,77.56,11
378,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,13.08998,80.27999,7
379,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,15.58807,32.53417,7
380,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,16.78335,96.16667,5
381,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,18.53001,73.85,11
382,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,21.19998,72.84003,1
383,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,22.30498,114.185,16
384,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,22.32999,91.79996,1
385,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,22.49496,88.32467,7
386,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,22.55237,114.1221,8
387,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,22.58039,88.32994,7
388,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,23.03005,72.58,6
389,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,23.04888,113.7447,1
390,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,23.14498,113.325,1
391,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,23.72305,90.40857,7
392,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,25.03583,121.5683,9
393,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,26.45999,80.31999,1
394,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,26.92113,75.80998,1
395,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,31.20001,29.94999,9
396,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,31.21645,121.4365,4
397,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,31.55997,74.35002,4
398,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,33.33864,44.39386,1
399,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,35.67194,51.42434,4
400,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,37.87501,112.545,1
401,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,39.92723,32.86439,81
402,12:01 PM - 01 Oct 2016,01:01 PM - 01 Oct 2016,39.92889,116.3882,5
403,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,-33.92,18.43498,39
404,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,-29.865,30.98001,28
405,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,-6.80001,39.26834,14
406,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,-4.32972,15.31497,2
407,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,5.319996,-4.04004,1
408,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,9.03331,38.7,1
409,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,10.78002,106.695,1
410,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,11.99997,8.520037,2
411,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,12.96999,77.56,11
412,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,13.08998,80.27999,3
413,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,15.58807,32.53417,4
414,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,16.78335,96.16667,1
415,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,17.39998,78.47995,1
416,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,18.53001,73.85,7
417,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,21.19998,72.84003,2
418,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,22.30498,114.185,14
419,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,22.49496,88.32467,1
420,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,22.55237,114.1221,13
421,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,22.58039,88.32994,1
422,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,23.03005,72.58,1
423,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,23.72305,90.40857,2
424,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,25.01277,121.465,2
425,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,25.03583,121.5683,4
426,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,26.92113,75.80998,3
427,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,29.56497,106.5949,1
428,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,31.20001,29.94999,8
429,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,31.21645,121.4365,4
430,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,31.55997,74.35002,8
431,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,33.33864,44.39386,2
432,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,33.59997,-7.61636,4
433,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,35.09505,129.01,1
434,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,35.67194,51.42434,5
435,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,37.87501,112.545,1
436,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,39.92723,32.86439,162
437,01:01 PM - 01 Oct 2016,02:01 PM - 01 Oct 2016,39.92889,116.3882,4
438,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,-33.92,18.43498,24
439,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,-29.865,30.98001,9
440,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,-12.9699,-38.4799,15
441,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,-8.83828,13.23442,3
442,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,-6.80001,39.26834,4
443,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,-4.32972,15.31497,2
444,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,-3.75001,-38.5799,41
445,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,-1.28334,36.81665,21
446,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,1.293033,103.8558,42
447,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,5.319996,-4.04004,3
448,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,6.443261,3.391531,3
449,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,10.78002,106.695,1
450,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,11.99997,8.520037,3
451,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,12.96999,77.56,6
452,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,13.08998,80.27999,1
453,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,15.58807,32.53417,8
454,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,16.78335,96.16667,1
455,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,17.39998,78.47995,1
456,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,18.53001,73.85,4
457,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,19.01699,72.85698,8
458,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,21.03332,105.85,1
459,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,21.19998,72.84003,1
460,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,21.51688,39.21919,9
461,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,22.30498,114.185,8
462,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,22.49496,88.32467,1
463,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,22.55237,114.1221,9
464,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,22.58039,88.32994,1
465,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,23.03005,72.58,1
466,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,23.04888,113.7447,1
467,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,23.14498,113.325,3
468,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,23.72305,90.40857,3
469,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,24.64083,46.77274,20
470,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,25.01277,121.465,10
471,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,25.03583,121.5683,10
472,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,26.92113,75.80998,1
473,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,28.7041,77.1025,5
474,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,30.58003,114.27,1
475,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,31.20001,29.94999,26
476,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,31.21645,121.4365,1
477,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,31.55997,74.35002,6
478,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,33.33864,44.39386,2
479,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,33.59997,-7.61636,3
480,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,35.09505,129.01,2
481,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,35.67194,51.42434,6
482,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,37.56634,126.9997,1
483,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,37.87501,112.545,1
484,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,39.92723,32.86439,131
485,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,39.92889,116.3882,10
486,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,52.52181,13.40154,19
487,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,55.75216,37.61552,5
488,02:01 PM - 01 Oct 2016,03:01 PM - 01 Oct 2016,59.93901,30.31602,22
489,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-33.92,18.43498,22
490,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-29.865,30.98001,12
491,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-26.17,28.03,17
492,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-12.9699,-38.4799,98
493,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-8.83828,13.23442,2
494,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-6.80001,39.26834,12
495,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-4.32972,15.31497,2
496,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-3.75001,-38.5799,91
497,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,-1.28334,36.81665,33
498,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,1.293033,103.8558,58
499,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,5.319996,-4.04004,2
500,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,6.443261,3.391531,41
501,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,10.78002,106.695,4
502,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,11.99997,8.520037,2
503,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,12.96999,77.56,2
504,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,13.08998,80.27999,1
505,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,15.58807,32.53417,4
506,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,17.39998,78.47995,2
507,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,18.53001,73.85,2
508,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,19.01699,72.85698,7
509,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,20.67001,-103.33,69
510,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,21.03332,105.85,3
511,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,21.19998,72.84003,2
512,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,21.51688,39.21919,25
513,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,22.30498,114.185,10
514,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,22.49496,88.32467,2
515,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,22.55237,114.1221,10
516,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,22.58039,88.32994,2
517,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,23.04888,113.7447,1
518,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,23.14498,113.325,2
519,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,23.72305,90.40857,1
520,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,24.64083,46.77274,27
521,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,24.86999,66.99,3
522,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,25.01277,121.465,8
523,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,25.03583,121.5683,8
524,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,28.7041,77.1025,7
525,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,30.04996,31.24996,8
526,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,31.20001,29.94999,8
527,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,31.21645,121.4365,6
528,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,31.55997,74.35002,16
529,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,32.05001,118.7799,1
530,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,33.33864,44.39386,1
531,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,33.59997,-7.61636,7
532,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,35.09505,129.01,7
533,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,35.67194,51.42434,5
534,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,37.56634,126.9997,24
535,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,37.87501,112.545,1
536,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,39.92723,32.86439,74
537,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,39.92889,116.3882,5
538,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,41.38329,2.18337,30
539,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,45.49999,-73.5832,29
540,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,52.52181,13.40154,36
541,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,55.75216,37.61552,71
542,03:01 PM - 01 Oct 2016,04:01 PM - 01 Oct 2016,59.93901,30.31602,34
543,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-34.6025,-58.3975,59
544,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-33.92,18.43498,13
545,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-33.92,151.1851,59
546,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-33.45,-70.667,179
547,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-29.865,30.98001,11
548,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-26.17,28.03,22
549,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-23.5586,-46.625,58
550,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-22.925,-43.225,59
551,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-19.915,-43.915,78
552,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-15.7833,-47.916,100
553,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-12.9699,-38.4799,61
554,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-12.048,-77.05,40
555,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-8.83828,13.23442,1
556,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-6.80001,39.26834,7
557,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-6.17441,106.8294,239
558,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-4.32972,15.31497,1
559,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-3.75001,-38.5799,107
560,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,-1.28334,36.81665,22
561,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,1.293033,103.8558,113
562,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,4.596423,-74.0833,40
563,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,5.319996,-4.04004,2
564,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,6.443261,3.391531,33
565,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,10.78002,106.695,3
566,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,11.99997,8.520037,2
567,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,12.96999,77.56,2
568,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,13.08998,80.27999,2
569,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,13.74999,100.5166,80
570,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,14.60415,120.9822,58
571,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,14.65043,121.0299,59
572,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,15.58807,32.53417,2
573,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,16.78335,96.16667,3
574,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,17.39998,78.47995,2
575,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,18.53001,73.85,2
576,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,19.01699,72.85698,5
577,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,19.44244,-99.1309,140
578,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,20.67001,-103.33,71
579,04:01 PM - 01 Oct 2016,05:01 PM - 01 Oct 2016,21.03332,105.85,2
